,Unnamed: 0,English,German_Singular,German_Plural,IPA
1570,1570,Shepherd,Der Hirte,Die Hirten,dɛːr hiːrtə
1571,1571,Lens,Die Linse,Die Linsen,diː lɪnzə
1572,1572,Favorite,Der Favorit,Die Favoriten,dɛːr faːfoːriːt
1573,1573,Madame,Die Dame,(no plural form),diː daːmə
1574,1574,Mansion,Die Villa,Die Villen,diː fɪlaː
1575,1575,Boom,Der Boom,Die Booms,dɛːr boːm
1576,1576,Lace,Die Spitze,Die Spitzen,diː spiːt͡sə
1577,1577,Review,Die Bewertung,Die Bewertungen,diː bjuːɛːrtʊŋk
1578,1578,Reception,Der Empfang,Die Empfänge,dɛːr ɛmp͡faŋk
1579,1579,Scrap,Der Schrott,(usually uncountable),dɛːr ʃrɔt
1580,1580,Bead,Die Perle,Die Perlen,diː pɛːrlə
1581,1581,Glare,Das Blenden,(usually uncountable),daːs blɛndn̩
1582,1582,Flow,Der Fluss,Die Flüsse,dɛːr flʊs
1583,1583,Cafe,Das Café,Die Cafés,daːs kaːfeː
1584,1584,Status,Der Status,Die Stati,dɛːr staːtʊs
1585,1585,Pounding,Das Hämmern,(usually uncountable),daːs hɛmɛːɐ̯n
1586,1586,Rocket,Die Rakete,Die Raketen,diː raːkɛːtə
1587,1587,Canyon,Die Schlucht,Die Schluchten,diː ʃlʊxt
1588,1588,Sorrow,Die Trauer,(usually uncountable),diː traʊ̯ɐ
1589,1589,Spider,Die Spinne,Die Spinnen,diː spɪnə
1590,1590,Blast,Die Explosion,Die Explosionen,diː ɛksploːziːoːn
1591,1591,Personality,Die Persönlichkeit,Die Persönlichkeiten,diː pɛːrzœnlɪçkaɪ̯t
1592,1592,Campus,Der Campus,Die Campi,dɛːr kampʊs
1593,1593,Curse,Der Fluch,Die Flüche,dɛːr flʊx
1594,1594,Staircase,Das Treppenhaus,Die Treppenhäuser,daːs trɛpɛːnhaʊ̯s
1595,1595,Urge,Der Drang,Die Dränge,dɛːr draŋk
1596,1596,Frustration,Die Frustration,(usually uncountable),diː frʊstraːtiːoːn
1597,1597,Pump,Die Pumpe,Die Pumpen,diː pʊmpə
1598,1598,Ease,Die Leichtigkeit,(usually uncountable),diː laɪ̯çtɪɡkaɪ̯t
1599,1599,Count,Der Graf,Die Grafen,dɛːr ɡraːf
1600,1600,Solution,Die Lösung,Die Lösungen,diː løːzʊŋk
1601,1601,Jewelry,Der Schmuck,(usually uncountable),dɛːr ʃmʊk
1602,1602,Siren,Die Sirene,Die Sirenen,diː ziːrɛːnə
1603,1603,Hit,Der Hit,Die Hits,dɛːr hiːt
1604,1604,Tradition,Die Tradition,Die Traditionen,diː traːdiːtiːoːn
1605,1605,Curb,Der Bordstein,Die Bordsteine,dɛːr boːrdstaɪ̯n
1606,1606,Variety,Die Vielfalt,Die Vielfalten,diː filfalt
1607,1607,Pirate,Der Pirat,Die Piraten,dɛːr piːraːt
1608,1608,Description,Die Beschreibung,Die Beschreibungen,diː bɛʃraɪ̯bʊŋk
1609,1609,Dear,Der Liebling,Die Lieblinge,dɛːr liblɪŋk
1610,1610,Anxiety,Die Angst,Die Ängste,diː aŋst
1611,1611,Pitch,Die Tonhöhe,Die Tonhöhen,diː toːnhøːə
1612,1612,Pizza,Die Pizza,Die Pizzen,diː pɪt͡saː
1613,1613,Elephant,Der Elefant,Die Elefanten,dɛːr ɛːlɛːfant
1614,1614,Politics,Die Politik,(usually uncountable),diː poːliːtiːk
1615,1615,Tennis,Das Tennis,(usually uncountable),daːs tɛniːs
1616,1616,Hunger,Der Hunger,(usually uncountable),dɛːr hʊŋɐ
1617,1617,Genius,Das Genie,Die Genies,daːs ɡɛːniː
1618,1618,Goat,Die Ziege,Die Ziegen,diː t͡siːɡə
1619,1619,Victory,Der Sieg,Die Siege,dɛːr ziːk
1620,1620,Combination,Die Kombination,Die Kombinationen,diː kɔmbiːnaːtiːoːn
1621,1621,Affiliation,Die Zugehörigkeit,Die Zugehörigkeiten,diː t͡suːɡeːøːrɪɡkaɪ̯t
1622,1622,Momma,Die Mama,Die Mamas,diː maːmaː
1623,1623,Cape,Das Kap,Die Kaps,daːs kaːp
1624,1624,Headlight,Der Scheinwerfer,Die Scheinwerfer,dɛːr ʃaɪ̯nvɛːrfɐ
1625,1625,Governor,Der Gouverneur,Die Gouverneure,dɛːr ɡuːfɛːrnɔɪ̯ɐ
1626,1626,Oxygen,Der Sauerstoff,(usually uncountable),dɛːr zaʊ̯ɛːrstɔf
1627,1627,Bishop,Der Bischof,Die Bischöfe,dɛːr bɪʃoːf
1628,1628,Bundle,Das Bündel,Die Bündel,daːs bʏndl̩
1629,1629,Development,Die Entwicklung,Die Entwicklungen,diː ɛntvɪklʊŋk
1630,1630,Fingernail,Der Fingernagel,Die Fingernägel,dɛːr fɪŋɛːrnaɡl̩
1631,1631,Score,Der Punktestand,Die Punktestände,dɛːr pʊŋktɛstant
1632,1632,Mate,Der Kamerad,Die Kameraden,dɛːr kaːmɛːraːt
1633,1633,Rider,Der Reiter,Die Reiter,dɛːr raɪ̯tɐ
1634,1634,Orbit,Die Umlaufbahn,Die Umlaufbahnen,diː ʊmlaʊ̯fbaːn
1635,1635,Vine,Die Rebe,Die Reben,diː rɛːbə
1636,1636,Suite,Die Suite,Die Suiten,diː zyːtə
1637,1637,Bartender,Der Barkeeper,Die Barkeeper,dɛːr baːrkeːpɐ
1638,1638,Coke,Die Cola,(usually uncountable),diː koːlaː
1639,1639,Tune,Die Melodie,Die Melodien,diː mɛːloːdiː
1640,1640,Glory,Der Ruhm,(usually uncountable),dɛːr ruːhm
1641,1641,Rabbi,Der Rabbi,(plural form is Rabbiner),dɛːr raːbiː
1642,1642,Surgery,Die Operation,Die Operationen,diː oːpɛːraːtiːoːn
1643,1643,Cattle,Das Rindvieh,(usually uncountable),daːs rɪndfiː
1644,1644,Ritual,Das Ritual,Die Rituale,daːs riːtuːaːl
1645,1645,Greeting,Der Gruß,Die Grüße,dɛːr ɡruːs
1646,1646,Slice,Die Scheibe,Die Scheiben,diː ʃaɪ̯bə
1647,1647,Homer,Der Homer,Die Homers,dɛːr hoːmɐ
1648,1648,Fireplace,Der Kamin,Die Kamine,dɛːr kaːmiːn
1649,1649,Jersey,Das Trikot,Die Trikots,daːs triːkoːt
1650,1650,Media,Die Medien,(plural noun),diː mɛːdiːn
1651,1651,Pop,Der Knall,Die Knalle,dɛːr knal
1652,1652,Cargo,Die Ladung,Die Ladungen,diː laːdʊŋk
1653,1653,Inn,Die Herberge,Die Herbergen,diː hɛːrbɛːrɡə
1654,1654,Deputy,Der Stellvertreter,Die Stellvertreter,dɛːr stɛlfɛːrtrɛːtɐ
1655,1655,Despair,Die Verzweiflung,(usually uncountable),diː fɛːrt͡svaɪ̯flʊŋk
1656,1656,Territory,Das Gebiet,Die Gebiete,daːs ɡɛːbiːt
1657,1657,Punch,Der Schlag,Die Schläge,dɛːr ʃlaːk
1658,1658,Jazz,Der Jazz,(usually uncountable),dɛːr jas
1659,1659,Hug,Die Umarmung,Die Umarmungen,diː uːmaːrmʊŋk
1660,1660,Whistle,Die Pfeife,Die Pfeifen,diː p͡faɪ̯fə
1661,1661,Humanity,Die Menschheit,(usually uncountable),diː mɛnʃhaɪ̯t
1662,1662,Craft,Das Handwerk,Die Handwerke,daːs handvɛːɐ̯k
1663,1663,Daylight,Das Tageslicht,(usually uncountable),daːs taːɡɛslɪçt
1664,1664,Worth,Der Wert,Die Werte,dɛːr vɛːɐ̯t
1665,1665,Slip,Die Einlage,Die Einlagen,diː aɪ̯nlaːɡə
1666,1666,Armor,Die Rüstung,Die Rüstungen,diː rʏstʊŋk
1667,1667,Backpack,Der Rucksack,Die Rucksäcke,dɛːr rʊkzaːk
1668,1668,Suggestion,Der Vorschlag,Die Vorschläge,dɛːr foːrʃlaːk
1669,1669,Den,Die Höhle,Die Höhlen,diː høːlə
1670,1670,Symbol,Das Symbol,Die Symbole,daːs zʏmboːl
1671,1671,Colony,Die Kolonie,Die Kolonien,diː koːloːniː
1672,1672,Conclusion,Der Schluss,Die Schlüsse,dɛːr ʃlʊs
1673,1673,Nostril,Das Nasenloch,Die Nasenlöcher,daːs naːzɛnlɔx
1674,1674,Spear,Der Speer,Die Speere,dɛːr speːɐ̯
1675,1675,Impulse,Der Impuls,Die Impulse,dɛːr ɪmpʊls
1676,1676,Tomato,Die Tomate,Die Tomaten,diː toːmaːtə
1677,1677,Calf,Das Kalb,Die Kälber,daːs kalp
1678,1678,Autumn,Der Herbst,(usually uncountable),dɛːr hɛːrbst
1679,1679,Discovery,Die Entdeckung,Die Entdeckungen,diː ɛntdɛːkʊŋk
1680,1680,Classroom,Das Klassenzimmer,Die Klassenzimmer,daːs klazɛːnt͡sɪmɐ
1681,1681,Delivery,Die Lieferung,Die Lieferungen,diː liːfɛːrʊŋk
1682,1682,Spray,Das Spray,Die Sprays,daːs spraɪ̯
1683,1683,Liquid,Die Flüssigkeit,Die Flüssigkeiten,diː flʏzɪɡkaɪ̯t
1684,1684,Fuel,Der Treibstoff,(usually uncountable),dɛːr traɪ̯bstɔf
1685,1685,Underwear,Die Unterwäsche,(no plural form),diː ʊntɛːrvɛʃə
1686,1686,Dome,Die Kuppel,Die Kuppeln,diː kʊpl̩
1687,1687,Population,Die Bevölkerung,(usually uncountable),diː bɛːfœlkɛːrʊŋk
1688,1688,Affection,Die Zuneigung,(usually uncountable),diː t͡suːnaɪ̯ɡŋk
1689,1689,Religion,Die Religion,Die Religionen,diː rɛːliːɡiːoːn
1690,1690,Singer,Der Sänger,Die Sängerinnen,dɛːr zɛŋɐ
1691,1691,Attendant,Der Bedienstete,Die Bediensteten,dɛːr bɛːdinstɛːtə
1692,1692,Illusion,Die Illusion,Die Illusionen,diː ɪluːziːoːn
1693,1693,Link,Der Link,Die Links,dɛːr lɪŋk
1694,1694,Lounge,Die Lounge,Die Lounges,diː luŋə
1695,1695,Interior,Das Innere,Die Innenräume,daːs ɪnɛːrə
1696,1696,Shrug,Das Achselzucken,(usually uncountable),daːs akzɛːlt͡sukn̩
1697,1697,Zone,Die Zone,Die Zonen,diː t͡soːnə
1698,1698,Standard,Der Standard,Die Standards,dɛːr standaːɐ̯t
1699,1699,Coal,Die Kohle,(usually uncountable),diː koːlə
1700,1700,Chase,Die Jagd,Die Jagden,diː jakt
1701,1701,Lump,Der Kloß,Die Klöße,dɛːr kloːs
1702,1702,Charm,Der Charme,Die Charmes,dɛːr xaːrmə
1703,1703,Legend,Die Legende,Die Legenden,diː lɛːɡɛndə
1704,1704,Consequence,Die Konsequenz,Die Konsequenzen,diː kɔnzɛkvɛːns
1705,1705,Observation,Die Beobachtung,Die Beobachtungen,diː bɛːoːbaxtʊŋk
1706,1706,Bicycle,Das Fahrrad,Die Fahrräder,daːs faːraːt
1707,1707,Harm,Der Schaden,(usually uncountable),dɛːr ʃadn̩
1708,1708,Pay,Der Lohn,Die Löhne,dɛːr loːn
1709,1709,Prospect,Die Aussicht,Die Aussichten,diː aʊ̯zɪçt
1710,1710,Subway,Die U-Bahn,Die U-Bahnen,diː uː-baːn
1711,1711,Sample,Das Muster,Die Muster,daːs mʊstɐ
1712,1712,Cherry,Die Kirsche,Die Kirschen,diː kiːrʃə
1713,1713,Dealer,Der Händler,Die Händler,dɛːr hɛndlɐ
1714,1714,Assignment,Die Aufgabe,Die Aufgaben,diː aʊ̯fɡaːbə
1715,1715,Hurry,Die Eile,(usually uncountable),diː aɪ̯lə
1716,1716,Mistress,Die Geliebte,Die Geliebten,diː ɡɛːlibtə
1717,1717,Mound,Der Hügel,Die Hügel,dɛːr hyɡl̩
1718,1718,Nonsense,Der Unsinn,(usually uncountable),dɛːr ʊnzɪn
1719,1719,Committee,Der Ausschuss,Die Ausschüsse,dɛːr aʊ̯sxʊs
1720,1720,Echo,Das Echo,Die Echos,daːs ɛçoː
1721,1721,Slack,Der Nachgiebigkeit,(usually uncountable),dɛːr naxɡiːbɪɡkaɪ̯t
1722,1722,Decker,Die Decker,(plural noun),diː dɛːkɐ
1723,1723,Warehouse,Das Lager,Die Lager,daːs laːɡɐ
1724,1724,Bout,Der Kampf,Die Kämpfe,dɛːr kamp͡f
1725,1725,Toast,Der Toast,Die Toasts,dɛːr toːast
1726,1726,Facility,Die Einrichtung,Die Einrichtungen,diː aɪ̯nrɪçtʊŋk
1727,1727,Basketball,Der Basketball,(usually uncountable),dɛːr baskɛtbal
1728,1728,Mustache,Der Schnurrbart,Die Schnurrbärte,dɛːr ʃnʊrbaːɐ̯t
1729,1729,Senator,Der Senator,Die Senatoren,dɛːr zɛːnaːtoːɐ̯
1730,1730,Share,Die Aktie,Die Aktien,diː aktiː
1731,1731,Eyelid,Das Augenlid,Die Augenlider,daːs aʊ̯ɡɛnliːt
1732,1732,Enthusiasm,Die Begeisterung,(usually uncountable),diː bɛːɡaɪ̯stɛːrʊŋk
1733,1733,Chunk,Das Stück,Die Stücke,daːs styːk
1734,1734,Turtle,Die Schildkröte,Die Schildkröten,diː ʃɪldkrøːtə
1735,1735,Alcohol,Der Alkohol,(usually uncountable),dɛːr alkoːoːl
1736,1736,Gum,Der Kaugummi,Die Kaugummis,dɛːr kaʊ̯ɡmiː
1737,1737,Turkey,Der Truthahn,Die Truthähne,dɛːr truːtaːn
1738,1738,Preacher,Der Prediger,Die Prediger,dɛːr prɛːdiːɡɐ
1739,1739,Possession,Der Besitz,(usually uncountable),dɛːr bɛːziːt͡s
1740,1740,Dolly,Die Sackkarre,Die Sackkarren,diː zakkarə
1741,1741,Linen,Das Leinen,(usually uncountable),daːs laɪ̯nn̩
1742,1742,Apology,Die Entschuldigung,Die Entschuldigungen,diː ɛntʃʊldɪɡŋk
1743,1743,Lecture,Der Vortrag,Die Vorträge,dɛːr foːrtraːk
1744,1744,Boulder,Der Fels,Die Felsen,dɛːr fɛls
1745,1745,Heap,Der Haufen,Die Haufen,dɛːr haʊ̯fɛːn
1746,1746,Photographer,Der Fotograf,Die Fotografen,dɛːr foːtoːɡraːf
1747,1747,Brake,Die Bremse,Die Bremsen,diː brɛmzə
1748,1748,Demand,Die Nachfrage,Die Nachfragen,diː naxfraːɡə
1749,1749,Apron,Die Schürze,Die Schürzen,diː ʃyːrt͡sə
1750,1750,Cloak,Der Umhang,Die Umhänge,dɛːr uːmhaŋk
1751,1751,Jury,Die Jury,Die Jurys,diː juːryː
1752,1752,Hearing,Die Anhörung,Die Anhörungen,diː aːnhøːrʊŋk
1753,1753,Gray,Das Grau,(usually uncountable),daːs ɡraʊ̯
1754,1754,Crate,Die Kiste,Die Kisten,diː kɪstə
1755,1755,Method,Die Methode,Die Methoden,diː mɛːtoːdə
1756,1756,Reference,Die Referenz,Die Referenzen,diː rɛːfɛːrɛːns
1757,1757,Disgust,Der Ekel,(usually uncountable),dɛːr ɛkl̩
1758,1758,Liquor,Der Schnaps,Die Schnäpse,dɛːr ʃnaps
1759,1759,Lipstick,Der Lippenstift,Die Lippenstifte,dɛːr lɪpɛnstɪft
1760,1760,Core,Der Kern,Die Kerne,dɛːr kɛːɐ̯n
1761,1761,Individual,Das Individuum,Die Individuen,daːs ɪndiːfiːduːʊm
1762,1762,Container,Der Container,Die Container,dɛːr kɔntaɪ̯nɐ
1763,1763,Whore,Die Hure,Die Huren,diː huːrə
1764,1764,Infant,Das Kleinkind,Die Kleinkinder,daːs klaɪ̯ŋkɪnt
1765,1765,Sunglasses,Die Sonnenbrille,Die Sonnenbrillen,diː zɔnɛnbrɪlə
1766,1766,Hose,Die Hose,Die Hosen,diː hoːzə
1767,1767,Concert,Das Konzert,Die Konzerte,daːs koːnt͡sɛːɐ̯t
1768,1768,Bullshit,Der Unsinn,(usually uncountable),dɛːr ʊnzɪn
1769,1769,Railroad,Die Eisenbahn,Die Eisenbahnen,diː aɪ̯zɛnbaːn
1770,1770,Parade,Die Parade,Die Paraden,diː paːraːdə
1771,1771,Compartment,Das Abteil,Die Abteile,daːs abtaɪ̯l
1772,1772,Resident,Der Bewohner,Die Bewohner,dɛːr bjuːoːnɐ
1773,1773,Oven,Der Ofen,Die Öfen,dɛːr oːfɛːn
1774,1774,Technician,Der Techniker,Die Techniker,dɛːr tɛçniːkɐ
1775,1775,Procedure,Das Verfahren,Die Verfahren,daːs fɛːrfaːrən
1776,1776,Fighter,Der Kämpfer,Die Kämpfer,dɛːr kɛmp͡fɐ
1777,1777,Grain,Das Korn,Die Körner,daːs koːɐ̯n
1778,1778,Picnic,Das Picknick,Die Picknicks,daːs pɪkniːk
1779,1779,Tribe,Der Stamm,Die Stämme,dɛːr stam
1780,1780,Bud,Die Knospe,Die Knospen,diː knɔspə
1781,1781,Meadow,Die Wiese,Die Wiesen,diː viːzə
1782,1782,Public,Die Öffentlichkeit,(usually uncountable),diː œfɛntlɪçkaɪ̯t
1783,1783,Poison,Das Gift,Die Gifte,daːs ɡɪft
1784,1784,Buffalo,Der Büffel,Die Büffel,dɛːr bʏfɛːl
1785,1785,Region,Die Region,Die Regionen,diː rɛːɡiːoːn
1786,1786,Production,Die Produktion,Die Produktionen,diː proːdʊktiːoːn
1787,1787,Running,Das Laufen,(usually uncountable),daːs laʊ̯fɛːn
1788,1788,Loop,Die Schleife,Die Schleifen,diː ʃlaɪ̯fə
1789,1789,Sleeping,Das Schlafen,(usually uncountable),daːs ʃlaːfɛːn
1790,1790,Soda,Die Limonade,Die Limonaden,diː liːmoːnaːdə
1791,1791,Owl,Die Eule,Die Eulen,diː ɔɪ̯lə
1792,1792,Menu,Das Menü,Die Menüs,daːs mɛːnyː
1793,1793,Kick,Der Tritt,Die Tritte,dɛːr trɪt
1794,1794,Ruin,Der Ruin,Die Ruinen,dɛːr ryːn
1795,1795,Ramp,Die Rampe,Die Rampen,diː rampə
1796,1796,Streak,Die Streif,Die Streifen,diː straɪ̯f
1797,1797,Forearm,Der Unterarm,Die Unterarme,dɛːr ʊntɛːraːɐ̯m
1798,1798,Bureau,Das Büro,Die Büros,daːs byːroː
1799,1799,Knuckle,Das Gelenk,Die Gelenke,daːs ɡɛːlɛŋk
1800,1800,Goose,Die Gans,Die Gänse,diː ɡans
1801,1801,Advance,Der Fortschritt,Die Fortschritte,dɛːr foːrtʃrɪt
1802,1802,Fairy,Die Fee,Die Feen,diː feː
1803,1803,Illness,Die Krankheit,Die Krankheiten,diː kraŋkhaɪ̯t
1804,1804,Squad,Das Kommando,Die Kommandos,daːs kɔmandoː
1805,1805,Official,Der Beamte,Die Beamten,dɛːr bɛːamtə
1806,1806,Brand,Die Marke,Die Marken,diː maːrkə
1807,1807,Organ,Das Organ,Die Organe,daːs oːrɡaːn
1808,1808,Butterfly,Der Schmetterling,Die Schmetterlinge,dɛːr ʃmɛtɛːrlɪŋk
1809,1809,Empire,Das Imperium,Die Reiche,daːs ɪmpɛːriːʊm
1810,1810,Profile,Das Profil,Die Profile,daːs proːfiːl
1811,1811,Liberty,Die Freiheit,Die Freiheiten,diː fraɪ̯aɪ̯t
1812,1812,Disbelief,Der Unglaube,(usually uncountable),dɛːr ʊŋlaʊ̯bə
1813,1813,Grove,Der Hain,Die Haine,dɛːr haɪ̯n
1814,1814,Shield,Der Schild,Die Schilde,dɛːr ʃɪlt
1815,1815,Saddle,Der Sattel,Die Sättel,dɛːr zatl̩
1816,1816,Odds,Die Chancen,(plural noun),diː xaːŋkɛːn
1817,1817,Cluster,Der Cluster,Die Cluster,dɛːr klʊstɐ
1818,1818,Satellite,Der Satellit,Die Satelliten,dɛːr zaːtɛliːt
1819,1819,Trigger,Der Auslöser,Die Auslöser,dɛːr aʊ̯sløːsɐ
1820,1820,Puppy,Der Welpe,Die Welpen,dɛːr vɛlpə
1821,1821,Waiting,Das Warten,(usually uncountable),daːs vaːrtən
1822,1822,Bulb,Die Glühbirne,Die Glühbirnen,diː ɡlyːbiːrnə
1823,1823,Dresser,Die Kommode,Die Kommoden,diː kɔmoːdə
1824,1824,Patrol,Die Patrouille,Die Patrouillen,diː paːtruːɪlə
1825,1825,Eagle,Der Adler,Die Adler,dɛːr adlɐ
1826,1826,Privacy,Die Privatsphäre,(no plural form),diː priːfatsfɛːrə
1827,1827,Fluid,Die Flüssigkeit,Die Flüssigkeiten,diː flʏzɪɡkaɪ̯t
1828,1828,Herd,Die Herde,(plural noun),diː hɛːrdə
1829,1829,Headache,Die Kopfschmerzen,(plural noun),diː kɔp͡fʃmɛːrt͡sɛːn
1830,1830,Amusement,Die Unterhaltung,Die Unterhaltungen,diː ʊntɛːrhaltʊŋk
1831,1831,Wheelchair,Der Rollstuhl,Die Rollstühle,dɛːr rɔlstuːhl
1832,1832,Policy,Die Politik,(usually uncountable),diː poːliːtiːk
1833,1833,Belle,Die Schönheit,Die Schönheiten,diː ʃøːnhaɪ̯t
1834,1834,Tobacco,Der Tabak,(usually uncountable),dɛːr taːbaːk
1835,1835,Setting,Die Einstellung,Die Einstellungen,diː aɪ̯nstɛlʊŋk
1836,1836,Tattoo,Das Tattoo,Die Tattoos,daːs tatoː
1837,1837,Burden,Die Belastung,Die Belastungen,diː bɛːlastʊŋk
1838,1838,Merchant,Der Händler,Die Händler,dɛːr hɛndlɐ
1839,1839,Slide,Die Rutsche,Die Rutschen,diː rutʃə
1840,1840,Stain,Der Fleck,Die Flecken,dɛːr flɛːk
1841,1841,Eating,Das Essen,(usually uncountable),daːs ɛzɛːn
1842,1842,Bond,Die Bindung,Die Bindungen,diː bɪndʊŋk
1843,1843,Swimming,Das Schwimmen,(usually uncountable),daːs ʃvɪmn̩
1844,1844,Foundation,Die Stiftung,Die Stiftungen,diː stɪftʊŋk
1845,1845,Injury,Die Verletzung,Die Verletzungen,diː fɛːrlɛːt͡sʊŋk
1846,1846,League,Die Liga,Die Ligen,diː liːɡaː
1847,1847,Battery,Die Batterie,Die Batterien,diː batɛːriː
1848,1848,Umbrella,Der Regenschirm,Die Regenschirme,dɛːr rɛːɡɛnʃiːɐ̯m
1849,1849,Emperor,Der Kaiser,Die Kaiser,dɛːr kaɪ̯sɐ
1850,1850,Pier,Der Pier,Die Piers,dɛːr piːɐ̯
1851,1851,Tap,Der Wasserhahn,Die Wasserhähne,dɛːr vazɛːrhaːn
1852,1852,Wit,Das Witz,Die Witze,daːs viːt͡s
1853,1853,Cutter,Der Cutter,Die Cutter,dɛːr kʊtɐ
1854,1854,Attic,Der Dachboden,Die Dachböden,dɛːr daxbodn̩
1855,1855,Tiger,Der Tiger,Die Tiger,dɛːr tiːɡɐ
1856,1856,Pal,Der Freund,Die Freunde,dɛːr frɔɪ̯nt
1857,1857,Ancestor,Der Vorfahr,Die Vorfahren,dɛːr foːrfaː
1858,1858,Concentration,Die Konzentration,(usually uncountable),diː koːnt͡sɛntraːtiːoːn
1859,1859,Mount,Der Berg,Die Berge,dɛːr bɛːɐ̯k
1860,1860,Expense,Die Kosten,(plural noun),diː kɔstn̩
1861,1861,Blessing,Der Segen,Die Segen,dɛːr zɛɡn̩
1862,1862,Leave,Der Urlaub,(usually uncountable),dɛːr uːrlaʊ̯p
1863,1863,Ledge,Der Vorsprung,Die Vorsprünge,dɛːr foːrsprʊŋk
1864,1864,Torch,Die Fackel,Die Fackeln,diː fakl̩
1865,1865,Ink,Die Tinte,(usually uncountable),diː tɪntə
1866,1866,Plot,Die Handlung,Die Handlungen,diː handlʊŋk
1867,1867,Rent,Die Miete,Die Mieten,diː miːtə
1868,1868,Mule,Die Maultier,Die Maultiere,diː maʊ̯ltiːɐ̯
1869,1869,Arch,Der Bogen,Die Bögen,dɛːr boɡn̩
1870,1870,Environment,Die Umwelt,Die Umwelten,diː ʊmvɛlt
1871,1871,Frown,Die Stirnrunzeln,(plural noun),diː stiːrnruːnt͡sɛln
1872,1872,Inspector,Der Inspektor,Die Inspektoren,dɛːr ɪnspɛktoːɐ̯
1873,1873,Midst,Die Mitte,Die Mitte,diː mɪtə
1874,1874,Embarrassment,Die Peinlichkeit,Die Peinlichkeiten,diː paɪ̯nlɪçkaɪ̯t
1875,1875,Complaint,Die Beschwerde,Die Beschwerden,diː bɛʃvɛːrdə
1876,1876,Portion,Die Portion,Die Portionen,diː poːrtiːoːn
1877,1877,Chuck,Die Wegwerfen,(usually uncountable),diː vɛɡvɛːrfɛːn
1878,1878,Clearing,Die Lichtung,Die Lichtungen,diː lɪçtʊŋk
1879,1879,Crisis,Die Krise,Die Krisen,diː kriːzə
1880,1880,Necklace,Die Halskette,Die Halsketten,diː halskɛtə
1881,1881,Lantern,Die Laterne,Die Laternen,diː laːtɛːrnə
1882,1882,Wealth,Der Reichtum,(usually uncountable),dɛːr raɪ̯çtʊm
1883,1883,Murderer,Der Mörder,Die Mörder,dɛːr møːrdɐ
1884,1884,Civilization,Die Zivilisation,Die Zivilisationen,diː t͡siːfiːliːzaːtiːoːn
1885,1885,Concept,Das Konzept,Die Konzepte,daːs koːnt͡sɛpt
1886,1886,Lamb,Das Lamm,Die Lämmer,daːs lam
1887,1887,Stride,Die Schritt,Die Schritte,diː ʃrɪt
1888,1888,Cuff,Das Manschette,Die Manschetten,daːs manʃɛtə
1889,1889,Virgin,Die Jungfrau,Die Jungfrauen,diː jʊŋfraʊ̯
1890,1890,Squirrel,Das Eichhörnchen,Die Eichhörnchen,daːs aɪ̯çhøːrnxən
1891,1891,Babe,Das Baby,Die Babys,daːs baːbyː
1892,1892,Starling,Der Star,Die Stare,dɛːr staː
1893,1893,Depression,Die Depression,Die Depressionen,diː dɛːprɛziːoːn
1894,1894,Storage,Die Lagerung,Die Lagerungen,diː laːɡɛːrʊŋk
1895,1895,Altar,Der Altar,Die Altäre,dɛːr altaː
1896,1896,Tragedy,Die Tragödie,Die Tragödien,diː traːɡøːdiː
1897,1897,Resource,Die Ressource,Die Ressourcen,diː rɛzuːrkə
1898,1898,Traveler,Der Reisende,Die Reisenden,dɛːr raɪ̯zɛndə
1899,1899,Trust,Das Vertrauen,(usually uncountable),daːs fɛːrtraʊ̯ən
1900,1900,Arc,Der Bogen,Die Bögen,dɛːr boɡn̩
1901,1901,Kingdom,Das Königreich,Die Königreiche,daːs køːniːɡraɪ̯ç
1902,1902,Jewel,Das Juwel,Die Juwelen,daːs juːvɛːl
1903,1903,Musician,Der Musiker,Die Musiker,dɛːr muːziːkɐ
1904,1904,Airplane,Das Flugzeug,Die Flugzeuge,daːs fluːɡt͡sɔɪ̯k
1905,1905,Junk,Der Müll,(usually uncountable),dɛːr mʏl
1906,1906,Sunshine,Der Sonnenschein,(usually uncountable),dɛːr zɔnɛnʃaɪ̯n
1907,1907,Lad,Der Junge,Die Jungen,dɛːr jʊŋə
1908,1908,Elf,Der Elf,Die Elfen,dɛːr ɛlf
1909,1909,Protest,Der Protest,Die Proteste,dɛːr proːtɛst
1910,1910,Hunt,Die Jagd,Die Jagden,diː jakt
1911,1911,Executive,Der Geschäftsführer,Die Geschäftsführer,dɛːr ɡɛʃɛftsfyːrɐ
1912,1912,Diary,Das Tagebuch,Die Tagebücher,daːs taːɡɛːbʊx
1913,1913,Aspect,Der Aspekt,Die Aspekte,dɛːr aspɛkt
1914,1914,Dial,Das Zifferblatt,Die Zifferblätter,daːs t͡sɪfɛːrblat
1915,1915,Slipper,Der Pantoffel,Die Pantoffel,dɛːr pantɔfɛːl
1916,1916,Actress,Die Schauspielerin,Die Schauspielerinnen,diː ʃaʊ̯spiːlɛːriːn
1917,1917,Shooting,Das Schießen,(usually uncountable),daːs ʃiːsɛːn
1918,1918,Earring,Der Ohrring,Die Ohrringe,dɛːr oːrɪŋk
1919,1919,Ant,Die Ameise,Die Ameisen,diː aːmaɪ̯zə
1920,1920,Patty,Das Brötchen,Die Brötchen,daːs brøːt͡ʃɛːn
1921,1921,Sauce,Die Sauce,Die Saucen,diː zaʊ̯kə
1922,1922,Missile,Die Rakete,Die Raketen,diː raːkɛːtə
